record_id,Date,Line items,Order Shipping,Payment Method,Stripe Fee,Status,Billing Country,Paid Date,Shipping City,Shipping Country,Total (EUR),Order Total (EUR),Subtotal (EUR),Free Shipping,Shipping Method,Billing Full Name
12973,2023-09-07 22:10:27,"Product: Benmosche Zinfandel Wine 0,75L X 6 = €167.22. ",23.07,Stripe Safe Card,3.1,wc-completed,HU,2023-09-07 22:10:33,Kunszállás,HU,190.29,190.29,167.22,False,Europe 1,Kristen Moss
12972,2023-09-05 17:59:13,"Product: Testament Posip Wine 0,75L X 1 = €13.14. Product: Šember Brut Pjenušac Wine 0,75L X 2 = €33.98. Product: Šoškić Pinot Noir Wine 0,75L X 6 = €73.20. ",23.07,PayPal,,wc-completed,DE,2023-09-05 17:59:17,Regensburg,DE,143.39,143.39,120.32,False,Europe 1,Micheal Adams
12971,2023-09-05 08:59:18,Product: Karbun Navy Strength Gin Aura X 1 = €48.00. ,25.47,Stripe Safe Card,2.64,wc-completed,FR,2023-09-05 08:59:25,Paris,FR,73.47,73.47,48.0,False,Europe 2,Stacey Bailey
12970,2023-09-05 08:56:44,Product: Karbun Navy Strength Gin Aura X 2 = €96.00. ,26.8,PayPal,,wc-completed,FR,2023-09-05 08:56:48,Paris,FR,122.8,122.8,96.0,False,Europe 2,Jessica Joseph
12969,2023-09-05 08:49:24,Product: Karbun Navy Strength Gin Aura X 1 = €48.00. Product: Aura Truffle Gin - Premium Gin with white Truffles X 1 = €112.81. ,26.8,Apple Pay (Stripe),6.35,wc-completed,TW,2023-09-05 08:49:30,Paris,FR,187.61,187.61,160.81,False,Europe 2,Judith Williams
12967,2023-09-03 14:50:22,"Product: Ivančić Griffin Brut Wine 0,75L X 13 = €293.28. ",0.0,PayPal,,wc-completed,DE,2023-09-03 14:50:26,Schleid,DE,293.28,293.28,293.28,True,Europe 1 (Free Shipping),Crystal Dunn
12966,2023-09-03 10:27:45,Product: Zigante Truffle Spice Black X 3 = €55.74. ,19.47,PayPal,,wc-completed,DE,2023-09-03 10:27:49,München,DE,75.21,75.21,55.74,False,Europe 1,Stephanie Vasquez
12965,2023-09-03 06:44:22,"Product: Benmosche Zinfandel Wine 0,75L X 3 = €83.61. Product: Skaramuca DINGAČ ELEGANCE X 1 = €30.53. Product: Skaramuca DINGAČ RESERVA X 1 = €19.95. Product: Matuško Dingač Wine 0,75L X 1 = €21.24. ",20.8,PayPal,,wc-completed,AT,2023-09-03 06:44:26,Bad Sankt Leonhard im Lavanttal,AT,176.13,176.13,155.33,False,Europe 1,Andre Wiggins
12964,2023-09-01 19:44:29,Product: Aura Biska Brandy - 700ml X 1 = €23.23. Product: - Volume: 700ml. ,19.47,PayPal,,wc-completed,DE,2023-09-01 19:44:34,Iggingen,DE,42.7,42.7,23.23,False,Europe 1,Adam Banks
12940,2023-08-30 21:12:17,Product: Aura Biska Brandy - 700ml X 3 = €69.69. Product: - Volume: 700ml. ,39.33,Stripe Safe Card,1.89,wc-completed,RO,2023-08-30 21:12:25,Ciresoaia,RO,109.02,109.02,69.69,False,Europe 3,Crystal Fletcher
12930,2023-08-27 17:13:48,Product: Aura Teranino - 700ml (#38859892613365) X 1 = €24.00. Product: - Volume: 700ml. Product: Aura Orancello X 1 = €26.54. Product: Aura Biska Brandy - 700ml X 1 = €23.23. Product: - Volume: 700ml. Product: Olive Oil Belić Istarska Bjelica - 500ml X 1 = €26.00. Product: - Volume: 500ml. ,26.8,PayPal,,wc-completed,DK,2023-08-27 17:13:53,Hellerup,DK,126.57,126.57,99.77,False,Europe 2,Karen Buchanan
12880,2023-08-25 19:18:18,Product: Old Pilots London Dry Gin Gift Pack X 1 = €114.14. Product: Old Pilot's Gin Barrel Aged X 1 = €80.00. ,20.8,Stripe Safe Card,3.47,wc-completed,SK,2023-08-25 19:18:26,Bratislava,SK,214.94,214.94,194.14,False,Europe 1,Rhonda Ramirez
12879,2023-08-25 14:30:43,Product: Olive Oil Kota Lastovka - 500ml X 1 = €19.24. Product: - Volume: 500ml. Product: Olive Oil Kota Blend - 500ml X 1 = €19.24. Product: - Volume: 500ml. Product: Olive Oil Kota Bjelica - 500ml X 1 = €19.24. Product: - Volume: 500ml. ,19.47,PayPal,,wc-completed,DE,2023-08-25 14:30:46,Barßel,DE,77.19,77.19,57.72,False,Europe 1,John Matthews
12876,2023-08-24 14:50:09,Product: Old Pilot's Gin X 1 = €48.00. Product: Old Pilot's Gin Barrel Aged X 2 = €165.90. Product: Old Pilots Vodka X 2 = €80.96. ,0.0,PayPal,,wc-completed,CH,2023-08-24 14:50:14,Niederweningen,CH,294.86,294.86,294.86,True,Switzerland (Free Shipping),Donna Sanchez
12733,2023-08-19 14:36:11,"Product: Testament Babić Wine 0,75L X 4 = €63.72. ",13.2,PayPal,,wc-completed,SI,2023-08-19 14:36:15,Kisovec,SI,76.92,76.92,63.72,False,Slovenia,Cindy King
12732,2023-08-19 14:28:50,Product: Skaramuca DINGAČ ELEGANCE X 6 = €183.18. ,25.47,PayPal,,wc-completed,FR,2023-08-19 14:28:54,Paris,FR,208.65,208.65,183.18,False,Europe 2,Jason Shaw
12731,2023-08-17 22:10:31,"Product: Malvazija Deklić Wine 0,75L X 6 = €70.20. ",29.07,PayPal,,wc-completed,NL,2023-08-17 22:10:35,Middelburg,NL,99.27,99.27,70.2,False,Europe 2,Michael White
12730,2023-08-16 22:38:25,Product: Karbun Navy Strength Gin Aura X 1 = €48.00. Product: Aura Truffle Gin - Premium Gin with white Truffles X 1 = €112.81. ,0.0,Stripe Safe Card,2.66,wc-completed,HR,2023-08-16 22:40:02,Slavonski Brod,HR,160.81,160.81,160.81,True,Croatia (Free Shipping),Rodney Butler
12729,2023-08-16 22:09:56,"Product: Ivančić Griffin Sauvignon Blanc Premium Wine 0,75L X 10 = €131.40. ",24.0,PayPal,,wc-completed,DE,2023-08-16 22:10:00,Offenbach,DE,155.4,155.4,131.4,False,Europe 1,Paula Webster
12726,2023-08-15 08:01:00,Product: Aura Teranino - 700ml (#38859892613365) X 2 = €42.00. Product: - Volume: 700ml. ,25.47,Apple Pay (Stripe),1.26,wc-completed,PL,2023-08-15 08:01:05,Turek,PL,67.47,67.47,42.0,False,Europe 2,Donna Merritt
12715,2023-08-13 21:40:51,Product: Aura Teranino in Barrel X 1 = €246.35. ,19.47,PayPal,,wc-completed,DE,2023-08-13 21:40:55,Magdeburg,DE,265.82,265.82,246.35,False,Europe 1,Scott Obrien
12660,2023-08-09 17:26:02,"Product: Ante Sladić Lasina Opol Wine 0,75L X 12 = €146.52. ",24.0,Apple Pay (Stripe),3.49,wc-completed,DE,2023-08-09 17:26:07,Hannover,DE,170.52,170.52,146.52,False,Europe 1,Teresa Fowler
12659,2023-08-08 09:59:55,"Product: Ivančić Griffin Zero Wine 0,75L X 12 = €350.40. ",4.3,Bank Transfer,,wc-completed,HR,2023-08-16 11:15:25,Mali Lošinj,HR,354.7,354.7,350.4,True,Croatia,Andrew Brown
12654,2023-08-07 15:09:24,"Product: Jakovac Graševina Wine 0,75L X 1 = €8.89. Product: Jakovac Sauvignon Blanc Wine 0,75L X 1 = €10.00. Product: Galić Pinot Noir Wine 0,75L X 1 = €15.99. Product: Ante Sladić Maraština Wine 0,75L X 1 = €16.59. Product: Rhein Riesling Korak Wine 0,75L X 1 = €16.59. ",3.9,PayPal,,wc-completed,HR,2023-08-07 15:09:28,Labin,HR,71.96,71.96,68.06,True,Croatia,Jesse Ford
12653,2023-08-07 11:51:17,"Product: Malvazija Deklić Wine 0,75L X 12 = €140.40. ",30.67,PayPal,,wc-completed,NL,2023-08-07 11:51:22,Rijswijk,NL,171.07,171.07,140.4,False,Europe 2,Rebekah Garcia
12651,2023-08-06 15:34:59,Product: Kombucha Cidrani Pure Fermented tea X 1 = €2.12. Product: Kombucha Cidrani Calm Fermented tea X 1 = €2.12. Product: Cidrani Apple Cider Original X 5 = €59.05. ,26.8,PayPal,,wc-completed,NL,2023-08-06 15:37:53,AMSTERDAM,NL,90.09,90.09,63.29,False,Europe 2,Christine Smith
12646,2023-08-05 21:11:43,Product: Aura Teranino - 700ml (#38859892613365) X 1 = €21.00. Product: - Volume: 700ml. ,19.47,Stripe Safe Card,0.86,wc-completed,HU,2023-08-05 21:13:11,"Budapest, II.",HU,40.47,40.47,21.0,False,Europe 1,Vincent Page
12645,2023-08-05 13:47:44,Product: Skaramuca DINGAČ RESERVA X 18 = €359.10. ,25.47,Apple Pay (Stripe),6.02,wc-completed,NL,2023-08-05 13:47:49,Oegstgeest,NL,384.57,384.57,359.1,True,Europe 2,Pamela Moss
12574,2023-08-04 01:17:05,Product: Aura Orancello X 1 = €26.54. ,25.47,Apple Pay (Stripe),1.03,wc-completed,DK,2023-08-04 01:17:10,Dronninglund,DK,52.01,52.01,26.54,False,Europe 2,Keith Smith
12570,2023-08-02 08:26:14,"Product: Matuško Dingač Wine 0,75L X 6 = €127.44. ",3.9,PayPal,,wc-completed,FR,2023-08-02 08:38:54,BUC,FR,156.51,156.51,127.44,False,Croatia,Anita Cole
12569,2023-08-01 08:00:26,Product: Cidrani Cider Apple Honey X 2 = €29.34. ,3.2,Stripe Safe Card,0.74,wc-completed,HR,2023-08-01 08:00:31,Šibenik,HR,32.54,32.54,29.34,False,Croatia,Thomas Lin
12563,2023-07-30 20:07:18,"Product: Malvazija Deklić Wine 0,75L 12x Pack X 1 = €124.75. ",24.0,PayPal,,wc-completed,DE,2023-07-30 20:07:23,Dortmund,DE,148.75,148.75,124.75,False,Europe 1,Thomas Munoz
12561,2023-07-28 22:50:39,Product: Kampanjola Organic Ale Light X 15 = €31.80. ,29.07,Apple Pay (Stripe),1.16,wc-completed,IT,2023-07-28 22:50:44,Pordenone,IT,60.87,60.87,31.8,False,Europe 2,Joyce Harrington
12550,2023-07-27 20:35:08,Product: Olive Oil Belić Buža - 500ml X 6 = €156.00. Product: - Volume: 500ml. Product: Olive Oil Belić Selekcija - 250ml X 1 = €15.00. Product: - Volume: 250ml. Product: Black Truffle Karlić Sea Salt with Grinder X 1 = €11.95. ,26.8,PayPal,,wc-completed,NL,2023-07-27 20:35:12,Rijswijk,NL,209.75,209.75,182.95,False,Europe 2,Timothy Mendez
12548,2023-07-27 09:26:44,Product: Aura Teranino - 700ml (#38859892613365) X 4 = €84.00. Product: - Volume: 700ml. Product: Aura Orancello X 1 = €26.54. ,39.33,Stripe Safe Card,2.5,wc-completed,RO,2023-07-27 09:37:02,Brasov,RO,149.87,149.87,110.54,False,Europe 3,Cory Norton
12547,2023-07-25 22:38:12,Product: Aura Orancello X 4 = €106.16. ,26.8,Stripe Safe Card,4.57,wc-completed,IT,2023-07-25 22:38:17,Castiglione del lago,IT,132.96,132.96,106.16,False,Europe 2,Betty Kirk
12543,2023-07-23 21:44:43,Product: Olive Oil Kota Lastovka - 500ml X 3 = €57.72. Product: - Volume: 500ml. ,19.47,PayPal,,wc-completed,DE,2023-07-23 21:44:48,Hessisch Oldendorf,DE,77.19,77.19,57.72,False,Europe 1,Lauren Morales
12542,2023-07-23 20:13:00,"Product: Karbun Dry Gin Aura - 750ml X 1 = €41.14. Product: - Volume: 750ml. Product: Karbun Navy Strength Gin Aura X 1 = €48.00. Product: Old Pilot's Gin X 1 = €48.00. Product: Agramero Gin Wine 0,75L X 1 = €41.14. Product: Edelweisser Gin X 1 = €39.82. Product: Curzola 1298 Gin X 1 = €37.83. Product: Setti Monti Gin X 1 = €49.11. Product: Rhapsody Dry Gin X 1 = €41.14. ",0.0,Pay Later,,wc-completed,FR,2023-07-23 20:13:04,NANTES,FR,346.18,346.18,346.18,True,Free shipping,Bill Zuniga
12541,2023-07-23 12:13:46,Product: Rhapsody Dry Gin X 1 = €41.14. ,3.2,Stripe Safe Card,0.92,wc-completed,HR,2023-07-23 12:13:51,Brezovica,HR,44.34,44.34,41.14,False,Croatia,Jennifer Phillips
12540,2023-07-22 21:47:46,Product: Krauthaker CHARDONNAY ROSENBERG X 6 = €76.02. Product: Chiavalon Ex Albis - 500ml X 1 = €23.09. Product: - Volume: 500ml. ,25.47,Bank Transfer,,wc-completed,NL,2023-07-26 22:56:06,Rotterdam,NL,124.58,124.58,99.11,False,Europe 2,Stephanie Maldonado
12534,2023-07-18 10:07:22,Product: Olive Oil Cerneka Istarska Bjelica extra virgin - 500ml X 1 = €21.24. Product: - Volume: 500ml. Product: Olive Oil Cerneka Leccino - 500ml X 1 = €21.24. Product: - Volume: 500ml. Product: Olive Oil Cerneka Blended - 500ml X 1 = €21.24. Product: - Volume: 500ml. Product: Olive Oil Cerneka Črnica Extra virgin - 500ml X 1 = €25.22. Product: - Volume: 500ml. ,3.6,Stripe Safe Card,3.26,wc-completed,HR,2023-07-18 10:07:26,Zambratija,HR,92.54,92.54,88.94,True,Croatia,Lauren Shannon
12504,2023-07-16 14:04:56,"Product: Ivančić Griffin Zero Wine 0,75L X 6 = €175.20. ",3.9,Stripe Safe Card,2.94,wc-completed,HR,2023-07-16 14:05:02,Zagreb,HR,179.1,179.1,175.2,True,Croatia,Ronald Larson
12317,2023-07-14 20:19:26,Product: Old Pilot's Gin X 1 = €48.00. ,19.47,PayPal,,wc-completed,DE,2023-07-14 20:19:29,Gadebusch,DE,67.47,67.47,48.0,False,Europe 1,Aaron Mcgee
12315,2023-07-13 04:18:17,Product: Skaramuca DINGAČ ELEGANCE X 12 = €366.36. ,25.47,Stripe Safe Card,12.98,wc-completed,FR,2023-07-13 04:18:21,Mougins,FR,391.83,391.83,366.36,True,Europe 2,Wendy Rodriguez
12308,2023-07-09 22:58:44,Product: Krauthaker CHARDONNAY ROSENBERG X 11 = €139.37. Product: Krauthaker GRAŠEVINA KASNA BERBA X 1 = €30.53. ,19.47,PayPal,,wc-completed,AT,2023-07-09 22:58:47,Austria,AT,189.37,189.37,169.9,False,Europe 1,Jack Chandler
12307,2023-07-08 00:59:55,"Product: Ante Sladić Debit Wine 0,75L X 18 = €207.90. ",25.87,Apple Pay (Stripe),3.76,wc-completed,CZ,2023-07-08 01:00:00,Ostrava,CZ,233.77,233.77,207.9,False,Europe 1,Denise Cox
12305,2023-07-05 12:47:18,Product: Cidrani Cider Apple Honey X 4 = €58.68. ,0.0,PayPal,,wc-completed,HR,2023-07-05 12:47:21,Zagreb,HR,58.68,58.68,58.68,True,Free shipping,Steven Huff
12304,2023-07-04 16:31:05,Product: Old Pilot's Gin X 1 = €48.00. ,3.2,Stripe Safe Card,1.02,wc-completed,HR,2023-07-04 16:31:09,Križevci,HR,51.2,51.2,48.0,False,Croatia,Gabriella Peterson
12302,2023-07-03 06:32:09,"Product: Ante Sladić Debit Wine 0,75L X 6 = €69.30. ",23.07,Stripe Safe Card,1.64,wc-completed,CZ,2023-07-03 06:32:13,Praha,CZ,92.37,92.37,69.3,False,Europe 1,Amy Crawford
12301,2023-07-02 10:16:58,Product: Pale Ale Zmajska Pivovara X 12 = €19.20. ,20.8,Stripe Safe Card,1.55,wc-completed,DE,2023-07-02 10:17:02,Ostfildern-Nellingen,DE,40.0,40.0,19.2,False,Europe 1,Amber Bell
12300,2023-07-02 09:19:00,Product: Aura Drijen - 700ml (#3859892613556) X 1 = €23.23. Product: - Volume: 700ml. Product: Aura Divlje Voće - 700ml (#3859892613549) X 1 = €23.23. Product: - Volume: 700ml. Product: Karbun Dry Gin Aura - 750ml X 1 = €41.14. Product: - Volume: 750ml. Product: Aura Teranino 6x Pack X 1 = €123.00. Product: Aura Teranino - 700ml (#38859892613365) X 3 = €63.00. Product: - Volume: 700ml. ,30.67,PayPal,,wc-completed,NL,2023-07-02 09:19:03,Buchten,NL,304.27,304.27,273.6,True,Europe 2,Jonathan Obrien
12298,2023-06-29 21:49:37,Product: Aura Biska Brandy - 700ml X 6 = €139.38. Product: - Volume: 700ml. ,29.07,Stripe Safe Card,2.78,wc-completed,IT,2023-06-29 21:49:42,SCARPERIA E SAN PIERO,IT,168.45,168.45,139.38,False,Europe 2,Angela Mills
12297,2023-06-25 14:24:23,Product: Aura Divlje Voće - 700ml (#3859892613549) X 2 = €46.46. Product: - Volume: 700ml. ,20.8,Stripe Safe Card,1.26,wc-completed,DE,2023-06-25 14:24:27,Schwieberdingen,DE,67.26,67.26,46.46,False,Europe 1,Ryan Hawkins
12294,2023-06-16 09:20:42,"Product: Ante Sladić Debit Wine 0,75L X 18 = €207.90. Product: Galić Chardonnay Wine 0,75L X 12 = €207.00. ",0.0,Stripe Safe Card,6.47,wc-completed,CZ,2023-06-16 09:23:17,18200,CZ,414.9,414.9,414.9,True,Free shipping,Austin Cowan
12293,2023-06-10 14:33:43,Product: Aura Teranino - 700ml (#38859892613365) X 2 = €42.00. Product: - Volume: 700ml. ,3.2,PayPal,,wc-completed,HR,2023-06-10 14:33:47,Kastav,HR,45.2,45.2,42.0,False,Croatia,Taylor Cobb
12290,2023-06-04 12:10:44,Product: Olive Oil Cerneka Istarska Bjelica extra virgin - 500ml X 3 = €63.72. Product: - Volume: 500ml. Product: Olive Oil Cerneka Leccino - 500ml X 2 = €42.48. Product: - Volume: 500ml. ,20.8,Bank Transfer,,wc-completed,DE,2023-06-14 10:27:35,Pulheim,DE,127.0,127.0,106.2,False,Europe 1,Timothy Michael
12258,2023-06-02 19:20:08,Product: Karbun Navy Strength Gin Aura X 8 = €384.00. ,0.0,PayPal,,wc-completed,BE,2023-06-02 19:20:11,Meldert (O.-Vl.),BE,384.0,384.0,384.0,True,Free shipping,Carlos Sherman
12255,2023-05-26 12:51:48,Product: Old Pilot's Gin X 1 = €48.00. Product: Aura Teranino - 500ml (#3859892613136) X 1 = €18.20. Product: - Volume: 500ml. ,52.27,PayPal,,wc-completed,IT,2023-05-26 12:51:52,torino,IT,118.47,118.47,66.2,False,Europe 2,Brian Lee
12254,2023-05-23 16:51:13,"Product: Šoškić Pinot Noir Wine 0,75L X 4 = €48.80. ",26.8,Stripe Safe Card,1.38,wc-completed,NL,2023-05-23 16:51:17,Noord-Holland,NL,75.6,75.6,48.8,False,Europe 2,Martin Johnston
12252,2023-05-21 17:38:49,Product: Old Pilot's Gin X 1 = €48.00. Product: Old Pilot's Gin Barrel Aged X 1 = €82.95. ,26.8,Stripe Safe Card,5.38,wc-completed,IT,2023-05-21 17:38:52,Gromo,IT,157.75,157.75,130.95,False,Europe 2,Micheal Kelley
12250,2023-05-17 16:02:10,"Product: Jagunic la Bulle Rose Wine 0,75L X 3 = €53.76. ",20.8,PayPal,,wc-completed,DE,2023-05-17 16:02:13,Saaldorf-Surheim,DE,74.56,74.56,53.76,False,Europe 1,Nicholas Rodriguez
12245,2023-05-09 18:46:33,"Product: Vicelić Dingač Wine 0,75L X 2 = €46.46. ",26.8,Stripe Safe Card,1.35,wc-completed,NL,2023-05-09 18:46:38,Eindhoven,NL,73.26,73.26,46.46,False,Europe 2,Susan Dickerson
12244,2023-05-08 21:07:00,Product: Aura Teranino 12x Pack X 1 = €238.00. ,19.47,PayPal,,wc-completed,DE,2023-05-08 21:07:03,Essen,DE,257.47,257.47,238.0,False,Europe 1,Katherine Jones
12243,2023-05-05 20:56:35,"Product: Old Pilot's Gin X 1 = €48.00. Product: Agramero Gin Wine 0,75L X 1 = €41.14. Product: Saint Hills Nevina Wine 0,75L X 1 = €16.59. Product: Trdenić Pinot Gris Founders Reserva Wine X 1 = €15.93. Product: Ivančić Griffin Single Vineyard Wine 0,75L X 1 = €13.14. ",42.53,Stripe Safe Card,2.91,wc-completed,RO,2023-05-05 20:57:32,sector 2,RO,177.33,177.33,134.8,False,Europe 3,John White
12242,2023-04-28 19:48:02,Product: Old Pilot's Gin X 1 = €48.00. Product: Aura Teranino - 500ml (#3859892613136) X 1 = €18.20. Product: - Volume: 500ml. Product: Old Pilots London Dry Gin Gift Pack X 1 = €114.14. ,26.8,PayPal,,wc-completed,BE,2023-04-28 19:48:06,Brussels,BE,207.14,207.14,180.34,False,Europe 2,Angela Martin
12225,2023-04-27 22:16:49,Product: test X 1 = €1.00. ,0.0,Stripe Safe Card,0.27,wc-completed,HR,2023-04-27 22:17:00,,,1.0,1.0,1.0,False,,Bruce Jackson
12169,2023-04-03 08:09:23,"Product: Jakopić Pušipel Wine 0,75L X 2 = €25.48. ",26.8,Stripe Safe Card,0.98,wc-completed,SE,2023-04-03 08:09:27,Göteborg,SE,52.28,52.28,25.48,False,Europe 2,Linda Johnson
12099,2023-03-26 23:44:04,Product: 24 Carob Gold Gin Vislander X 4 = €74.32. ,29.87,Stripe Safe Card,2.85,wc-completed,RS,2023-03-26 23:44:08,Ruma,RS,104.19,104.19,74.32,False,Serbia,Ronald Carson
12084,2023-03-22 12:36:27,Product: Aura Teranino - 700ml (#38859892613365) X 1 = €21.00. Product: - Volume: 700ml. ,3.2,Stripe Safe Card,0.59,wc-completed,HR,2023-03-22 12:36:32,Metkovic,HR,24.2,24.2,21.0,False,Croatia,Tyler Jensen
12083,2023-03-20 19:09:11,Product: Zigante Truffle Spice Black X 3 = €55.74. ,49.73,PayPal,,wc-completed,CH,2023-03-20 19:09:14,Fehraltorf,CH,105.47,105.47,55.74,False,Switzerland,Christian Austin
